age,gender,primary_tech_field,job_title,employment_type,work_arrangement,experience_years_total,experience_years_in_field,education_level,languages_spoken,skills,primary_skill,num_skills,certifications,company_size,annual_salary_usd,num_languages,num_certifications,total_skills + certificates
18,Female,Database & Data Engineering,Other,Contract,Remote,11.1,6.7,Bachelor's Degree,English; Korean; French,MongoDB; Spark; Redis; Cassandra; Elasticsearch; BigQuery,MongoDB,6,CompTIA Security+; CEH; AWS Certified Developer,Small (11-50),256649.51,3,3,9
40,Prefer not to say,Data Science & ML,Other,Part-time,Remote,4.7,4.5,High School,English; Portuguese,TensorFlow; scikit-learn; PyTorch; SQL; Pandas; Keras; R; Spark,TensorFlow,8,,Large (201-1000),153101.48,2,0,8
27,Male,Mobile Development,Other,Full-time,On-site,4.4,3.0,Bachelor's Degree,English; Arabic; Italian,Dart; Kotlin; SwiftUI; Firebase; Flutter; Objective-C,Dart,6,,Large (201-1000),156589.96,3,0,6
35,Female,Full-Stack Development,Senior Software Engineer,Contract,Remote,17.0,7.7,Bachelor's Degree,English,PostgreSQL; Python; TypeScript; Redis; Vue.js,PostgreSQL,5,Azure Solutions Architect; CEH,Medium (51-200),279775.9,1,2,7
30,Non-Binary,Full-Stack Development,Senior Software Engineer,Contract,Remote,0.5,0.5,Bachelor's Degree,English,PostgreSQL; TypeScript; Node.js; REST APIs; Python; Docker,PostgreSQL,6,,Medium (51-200),142289.82,1,0,6
25,Male,Database & Data Engineering,Other,Full-time,On-site,14.8,7.5,Master's Degree,English,SQL; BigQuery; PostgreSQL; MongoDB; Airflow,SQL,5,Certified Scrum Master; Kubernetes CKA,Enterprise (1000+),258740.16,1,2,7
35,Female,Frontend Development,Other,Full-time,Hybrid,7.2,5.3,Bootcamp,English; Portuguese; Arabic,Next.js; HTML/CSS; Tailwind CSS,Next.js,3,TensorFlow Developer Certificate,Medium (51-200),129948.11,3,1,4
28,Female,DevOps & Cloud,Other,Contract,Remote,7.2,5.5,Bachelor's Degree,English,Docker; CI/CD; Ansible; Azure; GCP,Docker,5,CompTIA Security+,Small (11-50),176154.82,1,1,6
39,Male,Site Reliability Engineering,Other,Part-time,Remote,4.8,2.6,Bachelor's Degree,Arabic,Go; Docker; CI/CD; AWS,Go,4,Azure Solutions Architect,Large (201-1000),151696.21,1,1,5
29,Female,Mobile Development,Other,Full-time,Remote,0.5,0.5,Bootcamp,English,Swift; SwiftUI; Firebase,Swift,3,Azure Solutions Architect,Startup (1-10),79985.17,1,1,4
39,Male,Cybersecurity,Other,Full-time,Remote,6.8,3.1,PhD,English; Dutch; Tamil; Korean,IDS/IPS; SIEM; Ethical Hacking; Network Security; Wireshark,IDS/IPS,5,AWS Certified Developer,Startup (1-10),182475.2,4,1,6
44,Male,Data Science & ML,Other,Full-time,Hybrid,0.9,0.6,High School,English,NLTK; R; TensorFlow; OpenCV; Spark; Hugging Face; PyTorch; Python,NLTK,8,,Large (201-1000),111992.36,1,0,8
27,Male,Full-Stack Development,Web Developer,Full-time,On-site,3.3,2.8,Bachelor's Degree,English; Hindi; Bengali; French,GraphQL; Python; Vue.js,GraphQL,3,Kubernetes CKA,Large (201-1000),177399.12,4,1,4
26,Male,Full-Stack Development,Web Developer,Full-time,On-site,8.1,4.1,Bootcamp,English,AWS; PostgreSQL; TypeScript; React,AWS,4,CompTIA Security+; Linux Foundation Certified; CEH,Small (11-50),156327.13,1,3,7
26,Male,Product Management,Other,Contract,Remote,17.5,15.6,Master's Degree,English; Japanese,Wireframing; Figma; User Research; Data Analysis; Stakeholder Management; SQL; Roadmapping; Confluence,Wireframing,8,CISSP,Medium (51-200),348291.94,2,1,9
27,Male,Data Science & ML,Other,Full-time,Remote,5.0,2.1,Bootcamp,English,NLTK; OpenCV; Python; SQL,NLTK,4,,Medium (51-200),185390.55,1,0,4
46,Female,Mobile Development,Other,Full-time,Remote,0.5,0.5,Bachelor's Degree,English,Kotlin; Jetpack Compose; React Native; Android SDK,Kotlin,4,Google Cloud Professional; CEH,Startup (1-10),88677.68,1,2,6
32,Male,Blockchain & Web3,Other,Full-time,Hybrid,1.1,0.8,PhD,English; Telugu; Mandarin,Web3.js; DeFi; Ethereum,Web3.js,3,,Medium (51-200),168703.18,3,0,3
31,Female,DevOps & Cloud,Other,Full-time,Remote,8.7,6.2,Bachelor's Degree,Mandarin; Spanish; German,Jenkins; Terraform; Helm; Docker; AWS,Jenkins,5,,Small (11-50),205270.67,3,0,5
36,Male,Full-Stack Development,Full Stack Developer,Full-time,Remote,11.3,6.4,Bootcamp,English; Tamil; Arabic,REST APIs; Redis; GraphQL; Python; TypeScript; Node.js,REST APIs,6,CompTIA Security+,Medium (51-200),172275.7,3,1,7
36,Female,Backend Development,Platform Engineer,Full-time,Hybrid,2.4,1.5,PhD,English,Node.js; Java; Spring Boot; Go; FastAPI; Rust; C#; Ruby,Node.js,8,Certified Scrum Master; Linux Foundation Certified,Small (11-50),124397.79,1,2,10
34,Prefer not to say,Product Management,Other,Full-time,Remote,8.5,7.8,Bootcamp,English; Arabic; Hindi,Scrum; Jira; Figma; A/B Testing; Stakeholder Management; SQL,Scrum,6,AWS Certified Developer; Google Cloud Professional,Large (201-1000),249921.98,3,2,8
26,Female,Backend Development,Platform Engineer,Full-time,On-site,6.0,4.1,Bachelor's Degree,English,Java; Express.js; FastAPI,Java,3,CISSP; Certified Scrum Master; AWS Certified Solutions Architect,Large (201-1000),219580.53,1,3,6
30,Male,Game Development,Other,Full-time,Remote,9.7,9.0,Bootcamp,English; German,DirectX; Photon; Unity; Physics Engine; Shader Programming; OpenGL; C++,DirectX,7,,Large (201-1000),133967.71,2,0,7
32,Male,Backend Development,Other,Full-time,On-site,6.2,4.2,Bachelor's Degree,English; Bengali,Java; Python; Spring Boot,Java,3,,Enterprise (1000+),187071.93,2,0,3
30,Male,Product Management,Other,Full-time,Hybrid,6.5,4.8,Bootcamp,English; Russian,Stakeholder Management; User Research; Scrum; A/B Testing; Wireframing; Agile; Data Analysis,Stakeholder Management,7,Linux Foundation Certified,Enterprise (1000+),68261.6,2,1,8
29,Female,Cybersecurity,Other,Full-time,Remote,3.7,2.5,Bachelor's Degree,English; Spanish,Burp Suite; Wireshark; Nmap; Incident Response; Cryptography; Linux,Burp Suite,6,,Large (201-1000),212915.13,2,0,6
43,Male,Database & Data Engineering,Other,Freelance,Remote,7.6,4.2,Master's Degree,English,Redis; dbt; PostgreSQL; MongoDB; BigQuery,Redis,5,,Medium (51-200),218414.84,1,0,5
37,Male,Data Science & ML,Other,Full-time,Hybrid,7.0,6.1,Master's Degree,English; Portuguese,Hugging Face; NLTK; OpenCV; SQL; PyTorch; TensorFlow; Pandas; R,Hugging Face,8,CompTIA Security+; Certified Scrum Master; Google Cloud Professional,Small (11-50),297302.01,2,3,11
35,Female,DevOps & Cloud,Platform Engineer,Full-time,Hybrid,6.8,6.4,Bootcamp,English; Bengali,Docker; Jenkins; CI/CD; Terraform; Kubernetes; Prometheus; Ansible; Azure,Docker,8,PMP,Startup (1-10),111412.54,2,1,9
38,Female,Site Reliability Engineering,Other,Full-time,Remote,1.4,1.4,Bootcamp,English; Russian,GCP; Linux; Grafana; Go; Incident Management; Prometheus,GCP,6,,Small (11-50),120041.63,2,0,6
28,Male,Data Science & ML,Other,Full-time,On-site,9.0,5.0,Master's Degree,English; Telugu; Spanish,OpenCV; TensorFlow; NLTK; PyTorch; Python; Pandas; R; Keras,OpenCV,8,CompTIA Security+; PMP; AWS Certified Solutions Architect,Medium (51-200),312538.8,3,3,11
40,Female,Backend Development,Other,Full-time,Remote,5.8,3.3,PhD,English,Node.js; FastAPI; Go; Express.js; Java; Ruby; Rust,Node.js,7,Azure Solutions Architect,Medium (51-200),63294.14,1,1,8
30,Male,Cybersecurity,Other,Full-time,Hybrid,0.5,0.5,Master's Degree,English; Japanese,Ethical Hacking; Nmap; Wireshark; Python; Firewalls,Ethical Hacking,5,,Small (11-50),159347.97,2,0,5
42,Female,Frontend Development,Web Developer,Full-time,Remote,7.1,6.2,Bootcamp,English; Bengali,Webpack; SASS; Vue.js; React; HTML/CSS; JavaScript; Angular; Redux,Webpack,8,,Medium (51-200),44956.29,2,0,8
31,Male,DevOps & Cloud,Other,Contract,Remote,4.4,2.7,Master's Degree,English,Jenkins; Docker; Helm; Terraform; AWS,Jenkins,5,,Small (11-50),52139.92,1,0,5
18,Female,Product Management,Other,Full-time,Hybrid,6.5,4.0,Bachelor's Degree,English,Roadmapping; Agile; A/B Testing; SQL,Roadmapping,4,Azure Solutions Architect; Linux Foundation Certified,Startup (1-10),218962.92,1,2,6
30,Male,QA & Testing,Other,Contract,Remote,6.0,5.8,Master's Degree,Russian; French,API Testing; TestRail; Cypress; Load Testing; PyTest; Postman; JUnit,API Testing,7,,Startup (1-10),129199.72,2,0,7
22,Male,QA & Testing,Other,Part-time,Remote,1.5,1.0,Bachelor's Degree,English,Performance Testing; Jest; Playwright; Postman,Performance Testing,4,,Large (201-1000),70562.41,1,0,4
30,Female,Data Science & ML,Other,Full-time,Remote,8.9,3.7,Bachelor's Degree,English; Tamil,SQL; scikit-learn; NLTK,SQL,3,Kubernetes CKA,Medium (51-200),305572.18,2,1,4
26,Female,Backend Development,Other,Full-time,Hybrid,7.3,6.4,Bachelor's Degree,English; Mandarin,FastAPI; PHP; Node.js; C#; Spring Boot,FastAPI,5,,Medium (51-200),134319.74,2,0,5
33,Male,Frontend Development,Other,Full-time,On-site,6.8,3.8,Bachelor's Degree,Bengali,Next.js; Redux; Tailwind CSS; GraphQL; TypeScript; SASS; JavaScript,Next.js,7,Certified Scrum Master; AWS Certified Solutions Architect; Azure Solutions Architect,Startup (1-10),141492.5,1,3,10
34,Male,Database & Data Engineering,Other,Full-time,Remote,4.8,2.9,Master's Degree,English; Italian,Spark; Redis; PostgreSQL; Cassandra; Elasticsearch; Kafka; BigQuery; MongoDB,Spark,8,,Small (11-50),164977.17,2,0,8
22,Male,Product Management,Other,Full-time,Hybrid,8.8,8.7,Bachelor's Degree,English,Figma; Agile; Data Analysis,Figma,3,Linux Foundation Certified; Certified Scrum Master,Large (201-1000),223778.66,1,2,5
33,Male,DevOps & Cloud,Other,Full-time,Hybrid,6.5,2.8,Bachelor's Degree,Korean,Docker; Prometheus; Jenkins; Ansible; Linux; Helm; Azure; AWS,Docker,8,,Large (201-1000),218581.93,1,0,8
38,Male,Backend Development,Platform Engineer,Contract,Remote,0.5,0.5,Master's Degree,English,Express.js; Node.js; FastAPI; Ruby,Express.js,4,CEH,Enterprise (1000+),103137.31,1,1,5
32,Prefer not to say,Mobile Development,Other,Full-time,Remote,2.9,2.8,High School,English; Arabic; Mandarin,Java; React Native; Objective-C; Firebase; SwiftUI; Xcode; Android SDK,Java,7,,Large (201-1000),125530.44,3,0,7
28,Female,Full-Stack Development,Other,Full-time,Hybrid,1.9,1.6,Bootcamp,English; Telugu,Docker; Python; AWS; MongoDB; PostgreSQL; Redis; Vue.js,Docker,7,AWS Certified Solutions Architect,Medium (51-200),159468.3,2,1,8
27,Male,Full-Stack Development,Software Engineer,Full-time,Hybrid,4.3,2.7,Master's Degree,English; Italian,GraphQL; AWS; MongoDB; Node.js; REST APIs; PostgreSQL; Python,GraphQL,7,,Medium (51-200),252319.1,2,0,7
42,Prefer not to say,Cybersecurity,Other,Full-time,Remote,3.5,2.2,Master's Degree,English,Cryptography; Linux; Wireshark; SIEM; Nmap; Incident Response,Cryptography,6,,Startup (1-10),182868.05,1,0,6
18,Male,Data Science & ML,Other,Full-time,On-site,5.3,4.0,Bachelor's Degree,English; Bengali,NLTK; Python; Keras; R; Hugging Face; Pandas; Spark,NLTK,7,CompTIA Security+; Google Cloud Professional,Large (201-1000),295291.73,2,2,9
41,Male,Full-Stack Development,Other,Freelance,Remote,9.2,8.7,Master's Degree,English,AWS; GraphQL; Vue.js; Redis; React; Docker; TypeScript,AWS,7,AWS Certified Solutions Architect; Azure Solutions Architect,Large (201-1000),239583.69,1,2,9
34,Non-Binary,Full-Stack Development,Web Developer,Contract,Remote,5.1,4.1,Bachelor's Degree,French; Bengali; Italian,Docker; GraphQL; Vue.js,Docker,3,Certified Scrum Master,Large (201-1000),232301.25,3,1,4
33,Female,Cybersecurity,Other,Full-time,Hybrid,9.4,9.3,Bootcamp,French,Linux; Cryptography; Burp Suite; Firewalls; Ethical Hacking,Linux,5,CEH; Azure Solutions Architect,Startup (1-10),205998.0,1,2,7
29,Female,Blockchain & Web3,Other,Full-time,On-site,1.2,0.6,Bachelor's Degree,Dutch; Mandarin; French; Spanish,Rust; Hardhat; TypeScript; DeFi; Go; Foundry; Solidity,Rust,7,Certified Scrum Master,Large (201-1000),177178.6,4,1,8
32,Female,Embedded Systems & IoT,Other,Full-time,Remote,8.0,4.6,Bachelor's Degree,Hindi,C; Microcontrollers; C++; Embedded Linux; I2C/SPI; FPGA; MQTT,C,7,,Small (11-50),141654.53,1,0,7
23,Male,Data Science & ML,Other,Contract,Remote,5.0,3.8,Associate's Degree,English; Korean,Python; SQL; Pandas; TensorFlow; Spark; NLTK,Python,6,PMP,Startup (1-10),128570.58,2,1,7
35,Prefer not to say,Product Management,Other,Full-time,Remote,3.0,1.8,Bootcamp,Tamil,Wireframing; Roadmapping; Jira; Stakeholder Management,Wireframing,4,Azure Solutions Architect,Startup (1-10),142560.69,1,1,5
23,Female,Data Science & ML,Other,Full-time,Remote,4.0,2.6,Bootcamp,English,Keras; Python; Pandas; PyTorch,Keras,4,,Startup (1-10),151987.99,1,0,4
28,Male,DevOps & Cloud,Other,Full-time,Hybrid,10.1,8.0,Bachelor's Degree,English; Japanese; Korean,Helm; Prometheus; Azure; CI/CD; Ansible; Terraform; Jenkins,Helm,7,AWS Certified Developer,Enterprise (1000+),75935.29,3,1,8
36,Male,Full-Stack Development,Software Engineer,Full-time,Hybrid,7.5,5.9,Bachelor's Degree,English,MongoDB; Vue.js; Docker; TypeScript; React; Redis; REST APIs; AWS,MongoDB,8,,Enterprise (1000+),235318.12,1,0,8
31,Male,Site Reliability Engineering,Other,Full-time,Remote,5.5,4.8,Bachelor's Degree,Russian; Italian,Incident Management; Grafana; Docker,Incident Management,3,,Medium (51-200),181169.02,2,0,3
29,Male,Data Science & ML,Other,Full-time,Remote,0.5,0.5,Bachelor's Degree,English,Pandas; scikit-learn; NLTK,Pandas,3,Linux Foundation Certified; TensorFlow Developer Certificate,Startup (1-10),119854.87,1,2,5
29,Female,Data Science & ML,Other,Full-time,Hybrid,2.3,1.9,Associate's Degree,English; Tamil,PyTorch; NLTK; Spark; Hugging Face,PyTorch,4,Certified Scrum Master,Medium (51-200),122081.71,2,1,5
24,Female,Backend Development,Platform Engineer,Full-time,Hybrid,9.4,7.6,PhD,English; Mandarin,C#; Ruby; Python; Go; FastAPI; Express.js; Django; Spring Boot,C#,8,,Small (11-50),215248.14,2,0,8
31,Male,Full-Stack Development,Software Engineer,Full-time,Remote,6.7,4.9,Master's Degree,English; Hindi,GraphQL; React; REST APIs; Node.js; Redis; MongoDB; Docker; Vue.js,GraphQL,8,Google Cloud Professional; CISSP,Enterprise (1000+),229965.1,2,2,10
26,Male,Cybersecurity,Other,Part-time,Remote,5.0,2.5,Bootcamp,English; Russian; German,Firewalls; Nmap; Wireshark; Network Security; Burp Suite; Linux; Incident Response,Firewalls,7,,Enterprise (1000+),183709.98,3,0,7
39,Female,Backend Development,Other,Contract,Remote,4.7,3.2,Bootcamp,English; Dutch,Ruby; Django; Go; Rust; FastAPI; PHP; Node.js; C#,Ruby,8,Azure Solutions Architect,Medium (51-200),161158.82,2,1,9
28,Male,Backend Development,Other,Contract,Remote,9.2,7.4,Bachelor's Degree,English; Italian,Go; Spring Boot; Java; Django; Express.js; Rust; C#,Go,7,,Small (11-50),131667.8,2,0,7
31,Male,Database & Data Engineering,Other,Full-time,Remote,8.6,6.9,Bachelor's Degree,English,Kafka; Redis; PostgreSQL; Airflow; dbt; MongoDB,Kafka,6,,Large (201-1000),214207.33,1,0,6
50,Non-Binary,Product Management,Other,Full-time,Remote,0.5,0.5,Bachelor's Degree,English; Japanese,Stakeholder Management; Figma; Wireframing; SQL; Roadmapping,Stakeholder Management,5,CISSP,Large (201-1000),119895.15,2,1,6
28,Male,Data Science & ML,Other,Full-time,On-site,8.1,5.7,Master's Degree,English; French; Telugu,Spark; TensorFlow; Pandas; Python; OpenCV; R; SQL,Spark,7,Kubernetes CKA; Google Cloud Professional,Small (11-50),354951.13,3,2,9
34,Male,Database & Data Engineering,Other,Full-time,Hybrid,11.2,10.2,Bachelor's Degree,Hindi; Mandarin,PostgreSQL; BigQuery; dbt,PostgreSQL,3,,Large (201-1000),251284.28,2,0,3
28,Non-Binary,DevOps & Cloud,Other,Full-time,Hybrid,0.5,0.5,Bootcamp,English,Terraform; CI/CD; Linux; Azure; Docker; Helm; Jenkins; Kubernetes,Terraform,8,AWS Certified Developer,Large (201-1000),88327.43,1,1,9
34,Male,QA & Testing,Other,Contract,Remote,3.7,2.7,Bachelor's Degree,English; Telugu,TestRail; Selenium; Postman; Load Testing; API Testing; Cypress; Performance Testing; Playwright,TestRail,8,Google Cloud Professional,Startup (1-10),93200.58,2,1,9
46,Female,Cybersecurity,Other,Full-time,Hybrid,0.5,0.5,Master's Degree,English,Incident Response; Cryptography; IDS/IPS; Firewalls; Ethical Hacking; Network Security; Linux; SIEM,Incident Response,8,TensorFlow Developer Certificate,Enterprise (1000+),131428.83,1,1,9
39,Male,Frontend Development,Other,Full-time,On-site,1.5,1.3,Bachelor's Degree,English; Italian,HTML/CSS; Vue.js; Next.js; JavaScript; SASS; Angular; GraphQL; TypeScript,HTML/CSS,8,Certified Scrum Master,Large (201-1000),107063.18,2,1,9
28,Female,Data Science & ML,Other,Freelance,Remote,0.5,0.5,Master's Degree,English; Tamil,scikit-learn; Keras; SQL; Pandas; PyTorch; OpenCV; NLTK,scikit-learn,7,TensorFlow Developer Certificate,Medium (51-200),167523.8,2,1,8
28,Female,Mobile Development,Other,Full-time,Remote,2.7,1.7,Bachelor's Degree,English,Android SDK; Jetpack Compose; Java; Firebase; Swift; React Native,Android SDK,6,,Small (11-50),116835.46,1,0,6
26,Male,Cybersecurity,Other,Full-time,Hybrid,5.8,4.1,Master's Degree,English; Arabic,Ethical Hacking; IDS/IPS; Linux; Burp Suite,Ethical Hacking,4,Google Cloud Professional,Medium (51-200),191347.88,2,1,5
22,Male,Mobile Development,Other,Full-time,Remote,7.8,3.4,Master's Degree,English; Arabic; Tamil; Hindi,Java; Firebase; Objective-C; Kotlin; Dart; Xcode; Jetpack Compose,Java,7,CISSP; TensorFlow Developer Certificate,Small (11-50),236542.52,4,2,9
32,Female,Blockchain & Web3,Other,Contract,Remote,8.6,6.2,Bachelor's Degree,English,Go; Hardhat; DeFi; Solidity,Go,4,Google Cloud Professional,Enterprise (1000+),381734.36,1,1,5
25,Female,Cybersecurity,Other,Full-time,Hybrid,2.9,2.8,Bootcamp,English,Ethical Hacking; Burp Suite; Cryptography; Firewalls; Wireshark; Linux,Ethical Hacking,6,Google Cloud Professional; CompTIA Security+,Small (11-50),154726.32,1,2,8
33,Female,Data Science & ML,Other,Freelance,Remote,8.4,7.3,Bachelor's Degree,English; Hindi; Russian,Hugging Face; OpenCV; TensorFlow; SQL; Pandas,Hugging Face,5,CEH,Enterprise (1000+),293472.96,3,1,6
18,Female,Frontend Development,Other,Full-time,Hybrid,2.8,1.3,Master's Degree,English; Korean,Angular; TypeScript; JavaScript; GraphQL,Angular,4,TensorFlow Developer Certificate; Kubernetes CKA,Small (11-50),159851.9,2,2,6
35,Male,Blockchain & Web3,Other,Full-time,Hybrid,0.5,0.5,Master's Degree,English,Go; Foundry; TypeScript; Ethereum; Smart Contracts; IPFS; Solidity,Go,7,TensorFlow Developer Certificate,Startup (1-10),130678.76,1,1,8
26,Male,Site Reliability Engineering,Other,Full-time,Remote,6.7,4.0,Bachelor's Degree,English; Spanish; Hindi; Bengali,AWS; Terraform; Go; Kubernetes; Prometheus,AWS,5,Google Cloud Professional,Medium (51-200),245110.83,4,1,6
29,Male,Site Reliability Engineering,Other,Full-time,On-site,3.8,2.3,Master's Degree,English,Kubernetes; Prometheus; AWS; Python; Terraform; GCP; Docker,Kubernetes,7,AWS Certified Solutions Architect,Enterprise (1000+),324132.83,1,1,8
47,Male,Mobile Development,Other,Freelance,Remote,14.6,8.1,Bootcamp,English,Jetpack Compose; SwiftUI; React Native,Jetpack Compose,3,,Small (11-50),141378.78,1,0,3
35,Male,DevOps & Cloud,Other,Contract,Remote,5.4,4.4,Bachelor's Degree,English; German; Portuguese; French,Linux; Jenkins; Helm; Prometheus; Docker; Azure; Kubernetes; Terraform,Linux,8,AWS Certified Solutions Architect; Linux Foundation Certified; AWS Certified Developer,Medium (51-200),218780.03,4,3,11
35,Non-Binary,Full-Stack Development,Web Developer,Part-time,Remote,8.6,6.9,Bootcamp,English,Python; AWS; Node.js; REST APIs; React,Python,5,PMP; CEH,Small (11-50),133504.84,1,2,7
34,Male,Game Development,Other,Full-time,On-site,5.4,4.5,PhD,English,Maya; OpenGL; Blender,Maya,3,CEH,Enterprise (1000+),238905.14,1,1,4
19,Non-Binary,Frontend Development,Web Developer,Full-time,Hybrid,9.7,6.0,Bachelor's Degree,English; Dutch,Webpack; GraphQL; Angular; SASS; TypeScript; React; Tailwind CSS; Next.js,Webpack,8,Kubernetes CKA; CISSP,Small (11-50),154871.35,2,2,10
22,Male,DevOps & Cloud,Other,Full-time,Remote,11.4,10.7,Bachelor's Degree,English,AWS; Docker; GCP; Kubernetes; Ansible,AWS,5,,Large (201-1000),246849.04,1,0,5
34,Female,Embedded Systems & IoT,Other,Full-time,Remote,5.2,3.7,Associate's Degree,English,Embedded Linux; MATLAB; C++,Embedded Linux,3,,Large (201-1000),174518.43,1,0,3
37,Female,Product Management,Other,Part-time,Remote,3.3,2.5,PhD,Japanese; Italian; Tamil,Wireframing; Jira; User Research; Scrum,Wireframing,4,,Small (11-50),211051.94,3,0,4
39,Male,QA & Testing,Other,Full-time,Remote,12.2,9.8,Bachelor's Degree,Bengali,Cypress; Postman; Performance Testing; JUnit; Jest; TestRail; Playwright; Jira,Cypress,8,,Small (11-50),153134.66,1,0,8
32,Male,Backend Development,Other,Part-time,Remote,2.0,1.2,Bachelor's Degree,English; Italian,PHP; C#; Go,PHP,3,TensorFlow Developer Certificate; Linux Foundation Certified,Small (11-50),99591.67,2,2,5
29,Female,Data Science & ML,Other,Full-time,Remote,7.8,5.5,Bootcamp,English; Spanish,scikit-learn; Pandas; PyTorch; NLTK,scikit-learn,4,Certified Scrum Master; Kubernetes CKA,Large (201-1000),273922.1,2,2,6
24,Male,Full-Stack Development,Senior Software Engineer,Full-time,On-site,1.6,1.2,Associate's Degree,English; Russian; Arabic,GraphQL; Redis; Node.js; React; Python,GraphQL,5,,Enterprise (1000+),138306.28,3,0,5
29,Male,Product Management,Other,Full-time,On-site,2.9,2.8,Bachelor's Degree,English,Roadmapping; Wireframing; A/B Testing; Data Analysis; Agile,Roadmapping,5,CEH; AWS Certified Solutions Architect,Startup (1-10),141312.52,1,2,7
24,Male,Product Management,Other,Contract,Remote,7.8,6.6,Bachelor's Degree,English; Italian,Wireframing; Data Analysis; A/B Testing; Scrum; SQL; Roadmapping; Figma; Agile,Wireframing,8,,Enterprise (1000+),234014.57,2,0,8
33,Male,Embedded Systems & IoT,Other,Full-time,On-site,9.9,5.1,PhD,English; Mandarin; Dutch,Embedded Linux; Python; I2C/SPI; C; PCB Design; MATLAB,Embedded Linux,6,Certified Scrum Master; Azure Solutions Architect,Startup (1-10),205161.75,3,2,8
18,Male,Full-Stack Development,Senior Software Engineer,Full-time,Hybrid,7.6,7.1,Bootcamp,English,REST APIs; AWS; PostgreSQL; React; Docker; TypeScript; Node.js; MongoDB,REST APIs,8,,Enterprise (1000+),70884.35,1,0,8
28,Female,Backend Development,Other,Contract,Remote,3.2,2.0,Bachelor's Degree,English,FastAPI; Python; Express.js; C#; Rust; Node.js,FastAPI,6,Certified Scrum Master,Enterprise (1000+),50165.81,1,1,7
34,Prefer not to say,Product Management,Other,Part-time,Remote,9.8,5.9,Bachelor's Degree,English,User Research; Wireframing; SQL; Agile; Jira; Confluence,User Research,6,,Medium (51-200),288873.46,1,0,6
30,Female,Backend Development,Platform Engineer,Full-time,On-site,10.7,4.8,Master's Degree,English; Russian,Rust; Node.js; Django; Ruby; Go; Python; Express.js; PHP,Rust,8,CompTIA Security+,Medium (51-200),199939.17,2,1,9
18,Male,DevOps & Cloud,Other,Full-time,Hybrid,4.0,3.2,Bachelor's Degree,English; Russian,CI/CD; Docker; AWS; Ansible; Jenkins; Prometheus,CI/CD,6,,Large (201-1000),159191.38,2,0,6
28,Male,Backend Development,Other,Full-time,Hybrid,13.4,11.7,Bootcamp,English,C#; Ruby; FastAPI; Spring Boot; PHP; Express.js; Python; Node.js,C#,8,,Small (11-50),159503.31,1,0,8
46,Female,Backend Development,Other,Full-time,On-site,3.7,3.5,Bachelor's Degree,English,Spring Boot; Node.js; Go; PHP; Express.js; C#; Rust; Java,Spring Boot,8,,Large (201-1000),130336.1,1,0,8
42,Male,Site Reliability Engineering,Other,Full-time,Hybrid,10.7,5.5,Bachelor's Degree,Japanese,AWS; Docker; Grafana; Go,AWS,4,,Startup (1-10),257635.91,1,0,4
28,Female,Embedded Systems & IoT,Other,Freelance,Remote,5.0,3.5,Bachelor's Degree,Japanese; Telugu,Microcontrollers; MQTT; C; PCB Design; Python; MATLAB; Embedded Linux; I2C/SPI,Microcontrollers,8,,Medium (51-200),181820.62,2,0,8
41,Male,Database & Data Engineering,Other,Full-time,On-site,8.7,7.4,Associate's Degree,English; Dutch,dbt; Spark; SQL; Kafka; Elasticsearch; Redis; Snowflake,dbt,7,CISSP,Medium (51-200),143152.94,2,1,8
43,Non-Binary,DevOps & Cloud,Other,Full-time,Hybrid,4.6,2.3,Bachelor's Degree,English,Kubernetes; Azure; Terraform; Helm; CI/CD; Docker; Linux; Ansible,Kubernetes,8,,Large (201-1000),193450.57,1,0,8
33,Prefer not to say,QA & Testing,Other,Contract,Remote,4.1,2.8,Master's Degree,English,PyTest; Performance Testing; Jest; JUnit,PyTest,4,,Small (11-50),101564.59,1,0,4
30,Male,Backend Development,Other,Full-time,On-site,0.5,0.5,Master's Degree,English; Dutch,Node.js; Go; Express.js; Ruby; FastAPI; PHP; Java; C#,Node.js,8,,Large (201-1000),112154.65,2,0,8
28,Prefer not to say,QA & Testing,Other,Full-time,Hybrid,12.9,8.4,Bachelor's Degree,English,PyTest; JUnit; Load Testing; Postman; Playwright; TestRail,PyTest,6,,Large (201-1000),163123.56,1,0,6
29,Male,Full-Stack Development,Full Stack Developer,Full-time,Hybrid,7.6,4.4,Bachelor's Degree,French,MongoDB; Docker; React; Vue.js; TypeScript; PostgreSQL; Python; AWS,MongoDB,8,AWS Certified Developer; Azure Solutions Architect; Certified Scrum Master,Medium (51-200),178810.16,1,3,11
27,Male,Product Management,Other,Full-time,Hybrid,9.4,4.0,Bachelor's Degree,English,Data Analysis; Confluence; Stakeholder Management,Data Analysis,3,,Large (201-1000),82255.06,1,0,3
18,Male,Data Science & ML,Other,Full-time,On-site,2.2,1.6,Bachelor's Degree,English,SQL; Spark; R; PyTorch; TensorFlow,SQL,5,Kubernetes CKA,Small (11-50),204211.31,1,1,6
38,Non-Binary,Full-Stack Development,Full Stack Developer,Freelance,Remote,1.2,1.2,Master's Degree,Russian,AWS; Redis; GraphQL; Node.js; Vue.js; Docker,AWS,6,,Large (201-1000),152862.83,1,0,6
